departamento,year,month,chirps_precip_mm,fecha,precip_1,spi_1,precip_3,spi_3,precip_6,spi_6,precip_9,spi_9,precip_12,spi_12,evento_sequia_conocido,cat_oficial_spi_1,cat_recurrencia_spi_1,cat_oficial_spi_3,cat_recurrencia_spi_3,cat_oficial_spi_6,cat_recurrencia_spi_6,cat_oficial_spi_9,cat_recurrencia_spi_9,cat_oficial_spi_12,cat_recurrencia_spi_12,evento_spi_1_oficial,evento_spi_1_recurrencia,evento_spi_3_oficial,evento_spi_3_recurrencia,evento_spi_6_oficial,evento_spi_6_recurrencia,evento_spi_9_oficial,evento_spi_9_recurrencia,evento_spi_12_oficial,evento_spi_12_recurrencia,pago_spi_1,pago_spi_3,pago_spi_6,pago_spi_9,pago_spi_12,pago_spi_mejor
Caldas,1981,1,83.8885,1981-01-01,83.8885,-1.1581241966987172,,,,,,,,,0,Moderadamente seco,Sequía moderada,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0.15812419669871725,,,,,
Caldas,1981,2,196.01973,1981-02-01,196.01973,0.3129188249678948,,,,,,,,,0,Normal,Sin sequía,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,,,,,
Caldas,1981,3,209.91017,1981-03-01,209.91017,-0.4812579990889826,489.8184,-0.548480897118017,,,,,,,0,Normal,Sequía leve,Normal,Sequía leve,,,,,,,0,1,0,1,0,0,0,0,0,0,0.0,0.0,,,,
Caldas,1981,4,349.2421,1981-04-01,349.2421,0.7998737709944621,755.172,0.2681618180169507,,,,,,,0,Normal,Sin sequía,Normal,Sin sequía,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,
Caldas,1981,5,418.13763,1981-05-01,418.13763,1.6826787441963906,977.2899,0.9857791442237258,,,,,,,0,Muy húmedo,Sin sequía,Normal,Sin sequía,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,
Caldas,1981,6,307.40854,1981-06-01,307.40854,1.3532450635532323,1074.78827,1.9993478404782312,1564.6066700000001,0.818460131018452,,,,,0,Moderadamente húmedo,Sin sequía,Muy húmedo,Sin sequía,Normal,Sin sequía,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
Caldas,1981,7,154.1921,1981-07-01,154.1921,-0.05027409953659256,879.73827,1.5859855237522495,1634.91027,1.1723859572015578,,,,,0,Normal,Sequía leve,Muy húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,,,,,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
Caldas,1981,8,245.82747,1981-08-01,245.82747,0.7270003592390991,707.4281100000001,0.9543485436881843,1684.71801,1.245326283367878,,,,,0,Normal,Sin sequía,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
Caldas,1981,9,251.61095,1981-09-01,251.61095,-0.10028725547665196,651.63052,0.2574995189370937,1726.41879,1.3480286321800667,2216.23719,0.7794700056434702,,,0,Normal,Sequía leve,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,,,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0
Caldas,1981,10,341.05612,1981-10-01,341.05612,0.008330032900786781,838.49454,0.31637397110962817,1718.23281,1.051971382692676,2473.40481,0.9299337716925689,,,0,Normal,Sin sequía,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0
Caldas,1981,11,331.29852,1981-11-01,331.29852,0.5082969681880739,923.96559,0.1349721503666441,1631.3937,0.6682049861038624,2608.6836,0.9411334805487667,,,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0
Caldas,1981,12,223.37926,1981-12-01,223.37926,0.31878275689405067,895.7339,0.34814403606818384,1547.36442,0.3227458457563422,2622.15269,1.065454188488512,3111.97109,0.7015766379248628,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1982,1,184.14081,1982-01-01,184.14081,0.5836959288345787,738.81859,0.5687671698320588,1577.31313,0.4886821741998708,2457.0514,0.9560330524039847,3212.2234,0.9004371704168593,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1982,2,244.399,1982-02-01,244.399,0.8860951258368936,651.9190699999999,0.7950696417136517,1575.88466,0.5753878970777556,2283.31277,0.8020587088068907,3260.60267,1.000571351822942,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1982,3,223.04573,1982-03-01,223.04573,-0.25340632603151286,651.58554,0.6238828364167409,1547.31944,0.5419264338476536,2198.94996,0.4605718436465597,3273.73823,1.0065058441789065,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1982,4,355.42255,1982-04-01,355.42255,0.8987272762934573,822.8672799999999,0.7733073153941394,1561.68587,0.7552562265436398,2400.18041,0.6763640025920846,3279.9186799999998,1.0174582503060694,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1982,5,398.81583,1982-05-01,398.81583,1.4158271760168955,977.28411,0.985735126940472,1629.20318,1.0559887407135724,2553.16877,0.8569706955395858,3260.5968799999996,0.9863340794491477,0,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1982,6,138.98221,1982-06-01,138.98221,-0.9370406050230757,893.2205899999999,0.6408006145473288,1544.80613,0.7325362738556789,2440.54003,0.68355866895076,3092.17055,0.5931311676767722,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1982,7,91.39523,1982-07-01,91.39523,-1.1951761303946125,629.19327,-0.40050800320311924,1452.0605500000001,0.26308229834954844,2190.8791399999996,0.47111788971658775,3029.37368,0.4804677492227418,0,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,1,1,0,1,0,0,0,0,0,0,0.19517613039461246,0.0,0.0,0.0,0.0,0.0
Caldas,1982,8,71.292725,1982-08-01,71.292725,-2.0332417722042777,301.670165,-2.086343451166067,1278.954275,-0.7047725199255326,1930.873345,-0.06375803499763535,2854.8389349999998,-0.022772487518576676,0,Extremadamente seco,Sequía extrema,Extremadamente seco,Sequía extrema,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,1,1,1,1,0,1,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0
Caldas,1982,9,252.77708,1982-09-01,252.77708,-0.08182906849886487,415.465035,-1.6312133973736755,1308.685625,-0.6560045776406697,1960.271165,-0.1871481483079672,2856.0050650000003,-0.01904679957569258,0,Normal,Sequía leve,Severamente seco,Sequía severa,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,1,1,1,0,1,0,1,0,1,0.0,0.6312133973736755,0.0,0.0,0.0,0.0
Caldas,1982,10,346.72467,1982-10-01,346.72467,0.10038610681903966,670.7944749999999,-0.9981318021384339,1299.987745,-0.8256682588739687,2122.8550250000003,-0.2831458425471696,2861.673615,0.0034059029436558537,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1982,11,259.04263,1982-11-01,259.04263,-0.7839999698959863,858.5443799999999,-0.3767690627574144,1160.2145449999998,-1.404565993464369,2137.498655,-0.6792920510111322,2789.4177250000002,-0.2021404608491889,0,Normal,Sequía leve,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sequía leve,0,1,0,1,1,1,0,1,0,1,0.0,0.0,0.40456599346436906,0.0,0.0,0.0
Caldas,1982,12,224.8802,1982-12-01,224.8802,0.3401829038696822,830.6475,-0.1766674722661167,1246.112535,-1.0332008955092362,2139.333125,-0.5264104318572003,2790.918665,-0.21285748325104292,0,Normal,Sin sequía,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sequía leve,0,0,0,1,1,1,0,1,0,1,0.0,0.0,0.03320089550923622,0.0,0.0,0.0
Caldas,1983,1,100.45735,1983-01-01,100.45735,-0.7962725376238512,584.38018,-0.5903929607669187,1255.174655,-0.915623563345418,1884.367925,-0.83376198238618,2707.235205,-0.4397056785627363,0,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,1,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1983,2,97.91781,1983-02-01,97.91781,-1.2420879692830673,423.25536,-0.8658267318558522,1281.79974,-0.8007117751615577,1583.469905,-1.4019377949577345,2560.754015,-0.8544203452836049,0,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Normal,Sequía leve,1,1,0,1,0,1,1,1,0,1,0.2420879692830673,0.0,0.0,0.4019377949577345,0.0,0.4019377949577345
Caldas,1983,3,263.75067,1983-03-01,263.75067,0.4001070258495887,462.12583,-0.7743579177698906,1292.77333,-0.6001409474277728,1708.2383650000002,-1.0769387639254802,2601.458955,-0.682894279709374,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Normal,Sequía leve,0,0,0,1,0,1,1,1,0,1,0.0,0.0,0.0,0.07693876392548016,0.0,0.07693876392548016
Caldas,1983,4,401.1515,1983-04-01,401.1515,1.597254134924697,762.81998,0.3266985795463771,1347.20016,-0.15296720316955661,2017.994635,-0.537154877475439,2647.1879050000002,-0.5602186706070801,0,Muy húmedo,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,0,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1983,5,292.71912,1983-05-01,292.71912,-0.22608218232233449,957.6212899999999,0.8352487333469181,1380.87665,-0.018912963225496335,2239.42103,-0.20796579836684662,2541.091195,-0.8497484681135342,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,1,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1983,6,149.93076,1983-06-01,149.93076,-0.7430903979955811,843.8013799999999,0.2398551115548056,1305.92721,-0.36701473087280595,2136.57471,-0.3528288122106499,2552.039745,-0.8318730485577689,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,1,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1983,7,169.72372,1983-07-01,169.72372,0.18147578828676936,612.3735999999999,-0.5515715146177393,1375.1935799999999,-0.14193254887633072,1959.57376,-0.3760641018326373,2630.368235,-0.6858875262626384,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1983,8,146.24768,1983-08-01,146.24768,-0.5623120895413628,465.90216,-0.6399134928091174,1423.52345,0.03184983170960769,1846.7788099999998,-0.3765530005163517,2705.32319,-0.4831494356929419,0,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,0,1,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1983,9,263.54547,1983-09-01,263.54547,0.08598934527995923,579.51687,-0.2615849917349814,1423.3182499999998,-0.0680629024428853,1885.44408,-0.4855173494900663,2716.09158,-0.4570589128296702,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1983,10,335.45273,1983-10-01,335.45273,-0.08367672814363959,745.2458799999999,-0.3901440533532451,1357.6194799999998,-0.5449699359781582,2120.43946,-0.29195242996129933,2704.8196399999997,-0.4579456765898868,0,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,1,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1983,11,243.5034,1983-11-01,243.5034,-1.0928787078183981,842.5016,-0.5062192277170174,1308.40376,-0.6998699265896796,2266.02505,-0.2154111404555461,2689.28041,-0.4976693996246525,0,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,1,1,0,1,0,1,0,1,0,1,0.09287870781839813,0.0,0.0,0.0,0.0,0.0
Caldas,1983,12,279.0916,1983-12-01,279.0916,1.057227401477353,858.04773,0.047494974362076565,1437.5646,-0.14909699297654175,2281.36598,-0.03523265218236186,2743.49181,-0.35379640682143504,0,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,0,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,1,195.62936,1984-01-01,195.62936,0.7374466660696803,718.22436,0.42416419847613274,1463.47024,0.016414874117322377,2075.84384,-0.1992814507642468,2838.66382,-0.075894215313534,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,2,289.32535,1984-02-01,289.32535,1.3553056296269603,764.0463100000001,1.4688978866501998,1606.5479100000002,0.7086859312411249,2072.45007,0.19232173051126292,3030.07136,0.42168617816460224,0,Moderadamente húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,3,191.98576,1984-03-01,191.98576,-0.8082822875983143,676.94047,0.789405739161546,1534.9882,0.489612675590886,2114.50507,0.21362930922243245,2958.30645,0.24584445516662706,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,4,272.59528,1984-04-01,272.59528,-0.5358352044362931,753.90639,0.25843704427428177,1472.1307500000003,0.3867982308854201,2217.37663,0.11336875346991988,2829.75023,-0.08133289918278093,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,5,344.7895,1984-05-01,344.7895,0.6216069249253668,809.37054,-0.37133487530312115,1573.41685,0.8244985012092081,2415.91845,0.40246885499724816,2881.82061,0.0578372499980735,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,6,307.0918,1984-06-01,307.0918,1.349850621367441,924.47658,0.8868495656678809,1601.41705,0.976309281707851,2459.4647800000002,0.7451762034255903,3038.98165,0.46055939950736385,0,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,7,223.85019,1984-07-01,223.85019,0.8935197263814781,875.7314899999999,1.5573772908143022,1629.63788,1.147134086618105,2347.86224,1.0127281333662614,3093.10812,0.6571139533978074,0,Normal,Sin sequía,Muy húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,8,257.34814,1984-08-01,257.34814,0.851912300480925,788.29013,1.405738479375304,1597.6606700000002,0.855650409342811,2361.70698,1.410885965933209,3204.20858,0.9936418204960388,0,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,9,362.7042,1984-09-01,362.7042,1.4522979806802394,843.9025300000001,1.4772605642389747,1768.37911,1.5307631910745303,2445.31958,1.5836812902842188,3303.36731,1.2922722417037762,0,Moderadamente húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,Muy húmedo,Sin sequía,Muy húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,10,437.67136,1984-10-01,437.67136,1.4575521660338269,1057.7237,1.7934044649318204,1933.45519,1.9012862405957605,2687.36158,1.615174880169488,3405.58594,1.4837940742788944,0,Moderadamente húmedo,Sin sequía,Muy húmedo,Sin sequía,Muy húmedo,Sin sequía,Muy húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,11,360.8695,1984-11-01,360.8695,0.9829018006853476,1161.24506,1.8112821887568882,1949.53519,1.8498391496076567,2758.90573,1.4164717018116888,3522.95204,1.7730014755502066,0,Normal,Sin sequía,Muy húmedo,Sin sequía,Muy húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,Muy húmedo,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1984,12,171.99913,1984-12-01,171.99913,-0.4803591884273592,970.5399900000001,0.920925390549839,1814.44252,1.3844573714690167,2738.9191,1.4207019044889198,3415.85957,1.5111729186503182,0,Normal,Sequía leve,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,Muy húmedo,Sin sequía,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1985,1,71.24385,1985-01-01,71.24385,-1.469700975273161,604.11248,-0.43165246778161526,1661.83618,0.8248804089935025,2537.56767,1.1845900450989144,3291.47406,1.0977630526973168,0,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Moderadamente húmedo,Sin sequía,1,1,0,1,0,0,0,0,0,0,0.4697009752731609,0.0,0.0,0.0,0.0,0.0
Caldas,1985,2,108.3956,1985-02-01,108.3956,-1.034890579224907,351.63858,-1.510417735346445,1512.8836400000002,0.29601901394058816,2301.17377,0.8519650009670197,3110.5443099999998,0.6269732952887305,0,Moderadamente seco,Sequía moderada,Severamente seco,Sequía severa,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,1,1,1,1,0,0,0,0,0,0,0.034890579224907015,0.510417735346445,0.0,0.0,0.0,0.0
Caldas,1985,3,189.33278,1985-03-01,189.33278,-0.8584242885872369,368.97222999999997,-1.6097560225303555,1339.51222,-0.37982892017353354,2183.41475,0.4156207921458435,3107.89133,0.6129381251182477,0,Normal,Sequía leve,Severamente seco,Sequía severa,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,0,1,1,1,0,1,0,0,0,0,0.0,0.6097560225303555,0.0,0.0,0.0,0.0
Caldas,1985,4,224.99686,1985-04-01,224.99686,-1.4982482657180463,522.72524,-1.7414858624301268,1126.83772,-1.1933445058218268,2184.56142,0.009068835399822058,3060.2929099999997,0.49480691512690306,1,Moderadamente seco,Sequía moderada,Severamente seco,Sequía severa,Moderadamente seco,Sequía moderada,Normal,Sin sequía,Normal,Sin sequía,1,1,1,1,1,1,0,0,0,0,0.49824826571804626,0.7414858624301268,0.19334450582182683,0.0,0.0,0.0
Caldas,1985,5,236.99062,1985-05-01,236.99062,-1.254201498927851,651.32026,-1.8341939806312106,1002.95884,-1.9381626288712466,2164.2039,-0.47789066714339956,2952.49403,0.2369794164567083,1,Moderadamente seco,Sequía moderada,Severamente seco,Sequía severa,Severamente seco,Sequía severa,Normal,Sequía leve,Normal,Sin sequía,1,1,1,1,1,1,0,1,0,0,0.25420149892785093,0.8341939806312106,0.9381626288712466,0.0,0.0,0.0
Caldas,1985,6,129.60956,1985-06-01,129.60956,-1.1116229648849925,591.59704,-2.098777599351603,960.56927,-2.2276420976829345,1931.10926,-1.1106491886542156,2775.01179,-0.22128179887947294,1,Moderadamente seco,Sequía moderada,Extremadamente seco,Sequía extrema,Extremadamente seco,Sequía extrema,Moderadamente seco,Sequía moderada,Normal,Sequía leve,1,1,1,1,1,1,1,1,0,1,0.11162296488499246,1.0,1.0,0.11064918865421558,0.0,0.11064918865421558
Caldas,1985,7,154.30223,1985-07-01,154.30223,-0.04857700480274132,520.90241,-1.4263724604498715,1043.62765,-2.088765847963289,1647.74013,-1.6319116709545218,2705.46383,-0.4577536999122715,1,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Extremadamente seco,Sequía extrema,Severamente seco,Sequía severa,Normal,Sequía leve,0,1,1,1,1,1,1,1,0,1,0.0,0.42637246044987154,1.0,0.6319116709545218,0.0,0.6319116709545218
Caldas,1985,8,281.12225,1985-08-01,281.12225,1.0986182543683327,565.03404,0.06890400922990979,1216.3543,-1.041151587358272,1567.99288,-1.4876486895615548,2729.23794,-0.40838876275307573,1,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Moderadamente seco,Sequía moderada,Moderadamente seco,Sequía moderada,Normal,Sequía leve,0,0,0,0,1,1,1,1,0,1,0.0,0.0,0.04115158735827196,0.4876486895615548,0.0,0.4876486895615548
Caldas,1985,9,315.75385,1985-09-01,315.75385,0.8408263645061814,751.17833,0.9147653071501012,1342.77537,-0.47767195245351207,1711.7476000000001,-1.2101702497709454,2682.28759,-0.5651402942600846,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,Moderadamente seco,Sequía moderada,Normal,Sequía leve,0,0,0,0,0,1,1,1,0,1,0.0,0.0,0.0,0.21017024977094545,0.0,0.21017024977094545
Caldas,1985,10,331.47287,1985-10-01,331.47287,-0.14965081557872648,928.34897,0.9493277163271272,1449.2513800000002,-0.11469891845284767,1971.97662,-0.8466477271542163,2576.0891,-0.8501616273406731,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sequía leve,0,1,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1985,11,260.26035,1985-11-01,260.26035,-0.760330704615134,907.48707,0.008413065582503335,1472.5211100000001,0.020373981539759684,2123.84137,-0.7296735651822464,2475.47995,-1.1543085349033297,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,Moderadamente seco,Sequía moderada,0,1,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.15430853490332974,0.0
Caldas,1985,12,113.33994,1985-12-01,113.33994,-1.6251398135154624,705.07316,-1.2728961309006823,1456.2514899999999,-0.06713640534170227,2047.84853,-0.8544715957581908,2416.8207599999996,-1.3720219417095683,0,Severamente seco,Sequía severa,Moderadamente seco,Sequía moderada,Normal,Sequía leve,Normal,Sequía leve,Moderadamente seco,Sequía moderada,1,1,1,1,0,1,0,1,1,1,0.6251398135154624,0.2728961309006823,0.0,0.0,0.37202194170956826,0.0
Caldas,1986,1,238.65921,1986-01-01,238.65921,1.2660161632833766,612.2595,-0.36712941109163627,1540.60847,0.33896543919188316,2061.51088,-0.24538190087027312,2584.23612,-0.7910678324498458,0,Moderadamente húmedo,Sin sequía,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1986,2,213.68544,1986-02-01,213.68544,0.5319886001090763,565.68459,0.22298943018930079,1473.17166,0.11592832441931254,2038.2057,0.08946074508026465,2689.52596,-0.48967801854993126,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1986,3,190.95918,1986-03-01,190.95918,-0.8276286433499098,643.30383,0.5688995280526024,1348.37699,-0.3386276645513461,2099.55532,0.16923203448141264,2691.15236,-0.44180650501100605,0,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1986,4,391.69403,1986-04-01,391.69403,1.4572357814786967,796.3386499999999,0.57875230055451,1408.5981499999998,0.11628940814466937,2336.94712,0.4849450334461957,2857.8495300000004,-0.009476175435272884,0,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sequía leve,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1986,5,324.30963,1986-05-01,324.30963,0.29909543717640574,906.96284,0.43788726205486683,1472.64743,0.3922070678977725,2380.1345,0.28116727765973615,2945.16854,0.2185443649524551,0,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1986,6,226.74342,1986-06-01,226.74342,0.4024185168038954,942.74708,1.028140107409829,1586.0509100000002,0.910710747475087,2291.1240700000003,0.18557111012289057,3042.3024,0.46888111351745865,0,Normal,Sin sequía,Moderadamente húmedo,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,Normal,Sin sequía,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caldas,1986,7,56.04382,1986-07-01,56.04382,-2.114989821693279,607.09687,-0.5995379505532712,1403.43552,0.008588654664187866,2015.69502,-0.16462757264688838,2944.04399,0.24006199848030654,0,Extremadamente seco,Sequía extrema,Normal,Sequía leve,Normal,Sin sequía,Normal,Sequía leve,Normal,Sin sequía,1,1,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0
Caldas,1986,8,205.82019,1986-08-01,205.82019,0.2607168402522014,488.6074299999999,-0.4692022557033718,1395.5702700000002,-0.10653839644052285,1961.25486,0.04700742357447835,2868.74193,0.019210529887681987,0,Normal,Sin sequía,Normal,Sequía leve,Normal,Sequía leve,Normal,Sin sequía,Normal,Sin sequía,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
